"OTU","average","overall","sd","ratio","ava","avb","ord","cusum","p","contribution","comparison"
"Candidatus Altiarchaeota",0.000461520723226944,0.471175957623625,0.000400612538596462,1.15203763927078,0.00321853043053035,0.000648598172443028,150,0.772415526653793,8e-04,0.00538503383759115,"Saline Water_Human Host"
"Candidatus Amesbacteria",0.000540736784529074,0.471175957623625,0.000295244016260807,1.83149108787156,0.00457609343331975,0.00157382928914762,91,0.777526522569895,0.0016,0.0051109959161012,"Saline Water_Human Host"
"Candidatus Andersenbacteria",0.000508809888484013,0.471175957623625,0.000335929429349784,1.51463326529281,0.00421841433840097,0.00147983051620686,79,0.787131461267931,0.001,0.00456190658862154,"Saline Water_Human Host"
"Candidatus Beckwithbacteria",0.000723551641825347,0.471175957623625,0.000472669442384795,1.53077727676821,0.00621321954918296,0.00198416195756071,144,0.800495165442902,8e-04,0.00436559802713798,"Saline Water_Human Host"
"Candidatus Berkelbacteria",0.00130032269449143,0.471175957623625,0.000553777657336751,2.34809526398193,0.0106406156495467,0.0027549410197482,157,0.804576491398927,2e-04,0.00408132595602451,"Saline Water_Human Host"
"Candidatus Blackallbacteria",0.000606995407323985,0.471175957623625,0.000424598621678987,1.42957460606855,0.00487929825152337,0.00129674099958458,99,0.81226181007237,2e-04,0.00382968679248474,"Saline Water_Human Host"
"Candidatus Buchananbacteria",0.000940765756354609,0.471175957623625,0.000519361835457275,1.81138792288483,0.00857573078424878,0.00316329433652247,82,0.823008186530321,0.0204,0.00345433077083457,"Saline Water_Human Host"
"Candidatus Calescamantes",0.000397217040040506,0.471175957623625,0.000291693738572958,1.36176059857779,0.00263843107704905,0.000481664750586626,74,0.82645876633983,2e-04,0.00345057980950902,"Saline Water_Human Host"
"Candidatus Campbellbacteria",0.000892920896657528,0.471175957623625,0.00046488227821795,1.92074625877415,0.00723620234107919,0.00201165093682494,141,0.829868845842871,2e-04,0.00341007950304151,"Saline Water_Human Host"
"Candidatus Collierbacteria",0.000670615368371816,0.471175957623625,0.000427734017340473,1.56783267447726,0.00556940077539034,0.00173415071448243,129,0.842955436094174,0.0316,0.00313500243599663,"Saline Water_Human Host"
"Candidatus Colwellbacteria",0.00058631871172548,0.471175957623625,0.000339214671793151,1.72845917491154,0.00463867209447279,0.00125750955631722,53,0.846021035177646,2e-04,0.00306559908347248,"Saline Water_Human Host"
"Candidatus Curtissbacteria",0.00117754145569275,0.471175957623625,0.000524659693754541,2.24439092560378,0.00957782788113245,0.00251299640138452,85,0.849078455410585,2e-04,0.00305742023293831,"Saline Water_Human Host"
"Candidatus Daviesbacteria",0.00128924730882163,0.471175957623625,0.000698973828500652,1.84448581084525,0.0110510232473785,0.00324735760540439,18,0.855006007229454,0.0288,0.00294403563938617,"Saline Water_Human Host"
"Candidatus Desantisbacteria",0.000797596485049136,0.471175957623625,0.000443768016921578,1.79732755546934,0.0070571057943512,0.00253097996698202,31,0.860570496521873,0.0018,0.00275973906022209,"Saline Water_Human Host"
"Candidatus Diapherotrites",0.000627825753783228,0.471175957623625,0.000396388734007225,1.58386376786326,0.00471540665606695,0.0010946422435012,4,0.863313105978188,0.0066,0.00274260945631544,"Saline Water_Human Host"
"Candidatus Doudnabacteria",0.000741989165178833,0.471175957623625,0.000378123865406939,1.96229128351975,0.00690120004773699,0.00258161941948823,46,0.866049339200537,0.0066,0.00273623322234862,"Saline Water_Human Host"
"Candidatus Falkowbacteria",0.00144443658384525,0.471175957623625,0.000723298875248554,1.9970120696633,0.0128201694772962,0.00420506403338334,69,0.873966648462436,0.0028,0.0025712086086821,"Saline Water_Human Host"
"Candidatus Firestonebacteria",0.000557124517827465,0.471175957623625,0.000401986468544135,1.38592853596588,0.00538466103652825,0.00218404750898918,87,0.87652471594781,0.0376,0.00255806748537346,"Saline Water_Human Host"
"Candidatus Fischerbacteria",0.000537882748591336,0.471175957623625,0.000311655778945627,1.72588729274029,0.00446751681408325,0.00168255240234261,44,0.879023870322391,0.0094,0.00249915437458159,"Saline Water_Human Host"
"Candidatus Gottesmanbacteria",0.00128740514406123,0.471175957623625,0.000688568351784081,1.86968387484781,0.011308716104573,0.0036010985322472,21,0.888432215347418,2e-04,0.00226191840770651,"Saline Water_Human Host"
"Candidatus Gribaldobacteria",0.000532272142455494,0.471175957623625,0.000437170489031647,1.21753905126236,0.00398964755217511,0.000983657738099704,64,0.89284415195989,0.0092,0.00219278177332005,"Saline Water_Human Host"
"Candidatus Harrisonbacteria",0.000869474977219677,0.471175957623625,0.00041773556913835,2.0814003916715,0.00727950942688893,0.00205828382627642,106,0.897141657577969,2e-04,0.00213193010921198,"Saline Water_Human Host"
"Candidatus Heimdallarchaeota",0.00103318605190373,0.471175957623625,0.000844331857233231,1.22367294690188,0.00803411398879707,0.00180210877423681,36,0.899138291194632,0.002,0.00199663361666269,"Saline Water_Human Host"
"Candidatus Hydrogenedentes",0.000470931980015421,0.471175957623625,0.000261692213080767,1.79956436025124,0.00356287271207122,0.000864686358850945,127,0.90289347437764,4e-04,0.0018600930745043,"Saline Water_Human Host"
"Candidatus Kerfeldbacteria",0.000830565938193971,0.471175957623625,0.000494516047754666,1.6795530538698,0.00709471234400285,0.00206906776284316,143,0.910283109989977,2e-04,0.0018375413044539,"Saline Water_Human Host"
"Candidatus Komeilibacteria",0.00074066112905833,0.471175957623625,0.000353846791944961,2.09316898137524,0.00648180567376129,0.0021827494546669,104,0.912065541804157,4e-04,0.00178243181417992,"Saline Water_Human Host"
"Candidatus Levybacteria",0.00162583024610213,0.471175957623625,0.00075609570229893,2.15029690177942,0.013553439346362,0.00377905545592512,70,0.917376897112267,4e-04,0.001762751101272,"Saline Water_Human Host"
"Candidatus Magasanikbacteria",0.00214946070548328,0.471175957623625,0.00115356137103817,1.86332583549398,0.0181968756375535,0.00510773416751199,48,0.926007074218835,4e-04,0.00169277840293847,"Saline Water_Human Host"
"Candidatus Margulisbacteria",0.000874538102565791,0.471175957623625,0.000831572851096474,1.05166745332374,0.00747269353153238,0.00226165406195803,50,0.927581834461104,0.0082,0.00157476024226932,"Saline Water_Human Host"
"Candidatus Marinimicrobia",0.00390147596413764,0.471175957623625,0.00356853584308768,1.09329880255928,0.0266220696362031,0.00257185964710962,71,0.92915377614674,2e-04,0.00157194168563657,"Saline Water_Human Host"
"Candidatus Melainabacteria",0.00162759760889678,0.471175957623625,0.00114319610712804,1.4237256396767,0.0137562690287382,0.00411523942618955,11,0.930723952129098,0.003,0.00157017598235776,"Saline Water_Human Host"
"Candidatus Microgenomates",0.000343513640422176,0.471175957623625,0.000261890615679111,1.31166838312021,0.00244923619654736,0.000672535208737018,57,0.933769269835337,0.0086,0.00150968833016751,"Saline Water_Human Host"
"Candidatus Moranbacteria",0.00144058290611259,0.471175957623625,0.000786074735395165,1.83262842735736,0.0129097082062216,0.00437125012745645,8,0.935221567901131,2e-04,0.00145229806579406,"Saline Water_Human Host"
"Candidatus Nealsonbacteria",0.00120529989708672,0.471175957623625,0.000592253397794693,2.03510845454794,0.0101583825168689,0.00295895768659031,16,0.937984766008397,0.0052,0.00133991799816635,"Saline Water_Human Host"
"Candidatus Nomurabacteria",0.00169909615881758,0.471175957623625,0.000727538393139539,2.33540411728031,0.0144891732613417,0.00427781362915931,108,0.940628651090826,0.0388,0.00131141948518165,"Saline Water_Human Host"
"Candidatus Pacebacteria",0.00102036711419656,0.471175957623625,0.00046573396520079,2.19087975204181,0.00836871381515558,0.00224173651865463,78,0.944458493732056,2e-04,0.00127048499127158,"Saline Water_Human Host"
"Candidatus Parcubacteria",0.000485738249106501,0.471175957623625,0.000439863221887673,1.10429384621418,0.00343939134509292,0.000607415032443835,40,0.945708936817308,0.0072,0.00125044308525157,"Saline Water_Human Host"
"Candidatus Peregrinibacteria",0.00181668104375482,0.471175957623625,0.000834234627448503,2.17766199577583,0.0165261051591854,0.0056761761378727,43,0.946953309969713,0.0018,0.00124437315240489,"Saline Water_Human Host"
"Candidatus Portnoybacteria",0.000828818391180921,0.471175957623625,0.000451423201644632,1.83601194657554,0.00729493679017654,0.00247791700839715,62,0.948193618155911,0.0016,0.00124030818619858,"Saline Water_Human Host"
"Candidatus Roizmanbacteria",0.00180445634184754,0.471175957623625,0.000835566211958325,2.15956116466032,0.015524459672553,0.00464706891521419,54,0.953023682732812,2e-04,0.00118241287318088,"Saline Water_Human Host"
"Candidatus Ryanbacteria",0.000517974713369146,0.471175957623625,0.000298189679437619,1.73706452331294,0.00463725111206365,0.00177597110997431,25,0.955325476344446,0.0414,0.00114763237762872,"Saline Water_Human Host"
"Candidatus Saccharibacteria",0.00500872313984024,0.471175957623625,0.00623527646250889,0.803288061075784,0.010462240411273,0.0365984410119425,55,0.956467051460681,2e-04,0.00114157511623492,"Saline Water_Human Host"
"Candidatus Schekmanbacteria",0.00108258438059549,0.471175957623625,0.000542242703975847,1.99649413935446,0.00927145584960013,0.00281804710613648,61,0.95759671891048,2e-04,0.00112966744979948,"Saline Water_Human Host"
"Candidatus Shapirobacteria",0.000839839016945021,0.471175957623625,0.000426226801827552,1.97040405095129,0.00733214433125012,0.00237872536231351,77,0.95871588709296,0.0022,0.0011191681824797,"Saline Water_Human Host"
"Candidatus Spechtbacteria",0.000514165941017486,0.471175957623625,0.000334905297638725,1.53525771208354,0.00424477518693797,0.00136719575464683,83,0.959827368353852,0.003,0.00111148126089244,"Saline Water_Human Host"
"Candidatus Staskawiczbacteria",0.00100451421079458,0.471175957623625,0.000564262555248967,1.78022482876144,0.00841988843682717,0.00238138939889371,101,0.960926691663941,0.0456,0.00109932331008888,"Saline Water_Human Host"
"Candidatus Terrybacteria",0.000495226928996078,0.471175957623625,0.000299107729505133,1.65568081378378,0.00372775553336163,0.00134049810936526,112,0.967406600851535,0.03,0.00105104456410243,"Saline Water_Human Host"
"Candidatus Thermoplasmatota",0.00112363684651423,0.471175957623625,0.000790939893085582,1.4206349386813,0.00793663268844581,0.00472968235931985,73,0.968446387084799,0.0432,0.00103978623326451,"Saline Water_Human Host"
"Candidatus Uhrbacteria",0.0015620089015438,0.471175957623625,0.00075620788454041,2.06558134803517,0.0138438803532034,0.00454442951738367,66,0.970476775549327,0.0088,0.000999482194275259,"Saline Water_Human Host"
"Candidatus Wildermuthbacteria",0.000507073375462841,0.471175957623625,0.000322840559436158,1.57066192782111,0.00431889564459991,0.00150611665921084,24,0.974426542874233,0.0344,0.000979508219295933,"Saline Water_Human Host"
"Candidatus Woesearchaeota",0.0010456124064528,0.471175957623625,0.000555785507894864,1.88132362503161,0.00823939391530425,0.00194098010205276,139,0.976368766196619,0.0034,0.000968328841293165,"Saline Water_Human Host"
"Candidatus Woesebacteria",0.0015769004842523,0.471175957623625,0.00101267494652511,1.55716351990662,0.0137881672032612,0.00421437989406979,45,0.977315687631096,0.0362,0.000946921434477055,"Saline Water_Human Host"
"Candidatus Wolfebacteria",0.000872000272547895,0.471175957623625,0.00041430892300879,2.10471033598616,0.00741520437760112,0.00225668069506654,76,0.978234265314703,0.0234,0.00091857768360637,"Saline Water_Human Host"
"Candidatus Woykebacteria",0.000837993929960907,0.471175957623625,0.000479977140296028,1.74590383501196,0.00676662033098236,0.00174494547875325,126,0.979139057474194,2e-04,0.000904792159491241,"Saline Water_Human Host"
"Candidatus Yanofskybacteria",0.00123154895077071,0.471175957623625,0.000585144324047074,2.10469263762633,0.0107560348224911,0.00337354080710138,75,0.980008848014666,6e-04,0.000869790540472093,"Saline Water_Human Host"
"Candidatus Zambryskibacteria",0.000876431135648643,0.471175957623625,0.00042195396306811,2.0770776254261,0.00781212214016729,0.0027254527205048,37,0.981710174539886,0.0304,0.000843033337362686,"Saline Water_Human Host"
"Chlamydiota",0.00254878023593452,0.471175957623625,0.00207960839542629,1.22560585999753,0.0199189363534927,0.00426984767576937,14,0.98255251600046,0.0012,0.000842341460573937,"Saline Water_Human Host"
"Chlorobiota",0.00147713777493307,0.471175957623625,0.000795294637540154,1.85734657975547,0.0142796232433598,0.00634746838674833,58,0.983385230843533,0.0388,0.000832714843073012,"Saline Water_Human Host"
"Chrysiogenota",0.000583747397777572,0.471175957623625,0.00078572370966571,0.742942322595725,0.00474255455849314,0.00176021414130496,22,0.985015449645349,0.0418,0.000812623515349831,"Saline Water_Human Host"
"Cyanobacteriota",0.0490969418070285,0.471175957623625,0.0379439116479081,1.29393464391896,0.316442480931922,0.0203666613614543,97,0.986585927379664,2e-04,0.000782711453358065,"Saline Water_Human Host"
"Dictyoglomota",0.000802844143453543,0.471175957623625,0.000473166610694995,1.69674724569917,0.00662972058594093,0.00187927829994817,15,0.988870541115263,8e-04,0.000743954734859997,"Saline Water_Human Host"
"Fusobacteriota",0.0142255656291073,0.471175957623625,0.0133492039394303,1.06564898503711,0.0343839119086767,0.103721235555616,51,0.991726665800673,2e-04,0.000677524411899388,"Saline Water_Human Host"
"Ignavibacteriota",0.00349484557499828,0.471175957623625,0.00140081403254238,2.49486762254614,0.0281802486884003,0.00692901240330142,47,0.992999778747041,0.0292,0.000624942992345501,"Saline Water_Human Host"
"Lentisphaerota",0.0020569648310366,0.471175957623625,0.00131956725484115,1.5588177286835,0.0177455537540322,0.00564604698357779,17,0.994145384774811,0.0054,0.000557873097308703,"Saline Water_Human Host"
"Mycoplasmatota",0.00528100400371122,0.471175957623625,0.00310755072508329,1.69941039452209,0.0485963807635371,0.0170451560820379,120,0.994686771201573,2e-04,0.000541386426761936,"Saline Water_Human Host"
"Nitrospinota",0.00140576109295337,0.471175957623625,0.000742947974523908,1.89213934374638,0.0116708747124995,0.00330497464803679,56,0.996750283301382,0.002,0.000473900282105144,"Saline Water_Human Host"
"Pseudomonadota",0.0699225547590933,0.471175957623625,0.0338339850512928,2.06663668654726,0.733197977781047,0.319564639633988,90,0.998108895289065,2e-04,0.000429307464106854,"Saline Water_Human Host"
"Spirochaetota",0.00882514819446806,0.471175957623625,0.00894835695493436,0.986231130353114,0.0418694968849838,0.0694635423415471,35,0.998467706978068,2e-04,0.000358811689003313,"Saline Water_Human Host"
"Synergistota",0.00477713352626371,0.471175957623625,0.00556549219261085,0.858348796644829,0.00916809111130453,0.0364363113506705,86,0.998791074215016,2e-04,0.000323367236948036,"Saline Water_Human Host"
"Thermoproteota",0.00192302266570398,0.471175957623625,0.00129526737671552,1.48465305331807,0.0160039515941359,0.00428856200827662,116,0.99957686202916,0.0312,0.000222641228158738,"Saline Water_Human Host"
"Verrucomicrobiota",0.0076676031156746,0.471175957623625,0.00784917368181337,0.97686755657357,0.0528854045955235,0.0402919852946211,65,1,0.017,0.000208657570642146,"Saline Water_Human Host"
"Aquificota",0.000940700943489605,0.323742628747326,0.000716198303491239,1.31346435603657,0.0129657111122757,0.0079643593096462,2,0.2750226337535,0.0062,0.0777989051836373,"Saline Water_Wastewater"
"Atribacterota",0.00195516843802798,0.323742628747326,0.00275485154005628,0.709718258715326,0.00995208548539617,0.0175618309190998,6,0.414297834162142,0.0406,0.0641247686697793,"Saline Water_Wastewater"
"Campylobacterota",0.00902401085096619,0.323742628747326,0.0114207547339153,0.790141375172723,0.0786519396008919,0.0677036437371329,146,0.589884652456174,0.0126,0.0180662859510297,"Saline Water_Wastewater"
"Candidatus Altiarchaeota",0.000373775869517024,0.323742628747326,0.000336778562312388,1.10985647943445,0.00321853043053035,0.00192520243691504,81,0.739898181142471,0.0082,0.00869908023175547,"Saline Water_Wastewater"
"Candidatus Bipolaricaulota",0.000498317349910337,0.323742628747326,0.000336723576023281,1.47990038534125,0.00159044131289881,0.00485531285321892,128,0.791765145637048,0.0118,0.00479311572175922,"Saline Water_Wastewater"
"Candidatus Calescamantes",0.000321397965226693,0.323742628747326,0.000246082101817588,1.30605989973596,0.00263843107704905,0.00173921500424901,4,0.812221577559085,0.0014,0.00397109824297071,"Saline Water_Wastewater"
"Candidatus Cloacimonetes",0.00569969759075521,0.323742628747326,0.0105835335539988,0.538543914626857,0.00458824812258098,0.0464306063207073,79,0.822671268680989,2e-04,0.0033941735899129,"Saline Water_Wastewater"
"Candidatus Heimdallarchaeota",0.000769746317416619,0.323742628747326,0.000755330200921902,1.01908584679538,0.00803411398879707,0.00319272896752224,111,0.885914767136719,0.0482,0.00213551245650989,"Saline Water_Wastewater"
"Candidatus Huberarchaea",0.000141007861139846,0.323742628747326,0.000175492381253027,0.803498477444093,0.000545270179526996,0.000774646491472523,59,0.8880305531546,0.0296,0.00211578601788098,"Saline Water_Wastewater"
"Candidatus Marinimicrobia",0.00281626310191241,0.323742628747326,0.00315056185051713,0.893892339060142,0.0266220696362031,0.00786776524037257,48,0.916893484670738,0.001,0.00159424173057277,"Saline Water_Wastewater"
"Chloroflexota",0.00794219396797341,0.323742628747326,0.0057799450461315,1.37409506571158,0.0295907039668552,0.0825916768133365,27,0.978153757508088,2e-04,0.000976013766216366,"Saline Water_Wastewater"
"Chrysiogenota",0.000619364902136511,0.323742628747326,0.000744035444837801,0.832440048970426,0.00474255455849314,0.00704300446125222,101,0.97912928659298,0.049,0.00097552908489229,"Saline Water_Wastewater"
"Coprothermobacterota",0.00332641459375412,0.323742628747326,0.0126258141152385,0.263461394520245,0.00188617712171365,0.0243913868893621,25,0.980098962721491,4e-04,0.000969676128511066,"Saline Water_Wastewater"
"Cyanobacteriota",0.0385403574162671,0.323742628747326,0.0334274009542106,1.15295704470294,0.316442480931922,0.056250800331014,22,0.981066216369514,2e-04,0.000967253648022859,"Saline Water_Wastewater"
"Dictyoglomota",0.000583161424788366,0.323742628747326,0.000463631359247349,1.25781272805847,0.00662972058594093,0.00436068744928937,112,0.983913035416425,0.0352,0.000937031969896251,"Saline Water_Wastewater"
"Euryarchaeota",0.0126474572893117,0.323742628747326,0.0142749333507405,0.885990636772786,0.0467402501498768,0.132100096881782,96,0.985765499351319,0.038,0.000918592065083601,"Saline Water_Wastewater"
"Ignavibacteriota",0.00326582378654346,0.323742628747326,0.00641845795806596,0.50881750848572,0.0281802486884003,0.0377768504365372,34,0.98924388387384,0.043,0.000836631365762508,"Saline Water_Wastewater"
"Mycoplasmatota",0.0042632403072607,0.323742628747326,0.0029756317077442,1.43271773054624,0.0485963807635371,0.0242959956242839,47,0.991725676989305,0.0036,0.000822880885119837,"Saline Water_Wastewater"
"Nitrospirota",0.00575491987432806,0.323742628747326,0.00679472715793421,0.846968500804044,0.0233462984302355,0.0593440138796986,13,0.995495348234433,2e-04,0.000656103456869728,"Saline Water_Wastewater"
"Synergistota",0.00379796816178308,0.323742628747326,0.00589216771114173,0.644579100252247,0.00916809111130453,0.0356457037207417,35,0.997833059824986,2e-04,0.000533838402353548,"Saline Water_Wastewater"
"Thermotogota",0.00557056719631131,0.323742628747326,0.00829423511430952,0.671619157105971,0.0210913293895126,0.0481881488086486,116,0.99960879489579,2e-04,0.000420632303688162,"Saline Water_Wastewater"
"Armatimonadota",0.00240814496318882,0.308013126063009,0.00091229022574995,2.63966980596465,0.0120283372014688,0.0306208957114598,155,0.285328201047624,2e-04,0.0557986851952013,"Saline Water_Sediment"
"Atribacterota",0.00222177757011405,0.308013126063009,0.00354548239703377,0.626650289385964,0.00995208548539617,0.0257493245570791,151,0.327452422662925,2e-04,0.0421242216153014,"Saline Water_Sediment"
"Calditrichota",0.00120146763653644,0.308013126063009,0.000661978500307237,1.8149647397594,0.00641131157401359,0.015589724815786,1,0.525946036575587,2e-04,0.0288054053443555,"Saline Water_Sediment"
"candidate division CPR1",0.000342781191724767,0.308013126063009,0.00022373789173041,1.53206588778353,0.00165604265423715,0.00411560555508421,150,0.562237302209268,2e-04,0.0177803507889672,"Saline Water_Sediment"
"candidate division NC10",0.00212723239216139,0.308013126063009,0.000953803083693493,2.23026369753799,0.00594724851281136,0.0226331934040596,141,0.605916189571238,2e-04,0.0137137374375803,"Saline Water_Sediment"
"candidate division WOR-3",0.000367677994711311,0.308013126063009,0.000225433205401998,1.63098419354708,0.00184620321906969,0.00445667005166812,100,0.61953773028888,2e-04,0.0136215407176415,"Saline Water_Sediment"
"candidate division Zixibacteria",0.00123175356432043,0.308013126063009,0.000612944429737086,2.00956808572153,0.00733567839227513,0.0168851710346257,137,0.644889491325103,2e-04,0.0124704718437574,"Saline Water_Sediment"
"Candidatus Adlerbacteria",0.000487333685112679,0.308013126063009,0.000531847734886258,0.916303018977605,0.00323581702363067,0.00677194577220356,145,0.676969035592207,0.0416,0.00968630249766467,"Saline Water_Sediment"
"Candidatus Aenigmarchaeota",0.000211243497233535,0.308013126063009,0.000130496484746886,1.61876772116328,0.000706358980715524,0.00208860939074357,153,0.686647941184553,2e-04,0.00967890559234574,"Saline Water_Sediment"
"Candidatus Aminicenantes",0.00396760615189292,0.308013126063009,0.00254887991272371,1.55660772093934,0.00811130258658651,0.039561661163962,4,0.711895112572477,2e-04,0.00781831928388721,"Saline Water_Sediment"
"Candidatus Azambacteria",0.000517549519911573,0.308013126063009,0.000329612158069848,1.57017727423119,0.00389770490220751,0.00769486092547645,140,0.726156690302998,0.0026,0.0070483215991588,"Saline Water_Sediment"
"Candidatus Bathyarchaeota",0.00176974585864122,0.308013126063009,0.00146980084751948,1.20407187247711,0.00391611315867214,0.017620008770848,16,0.733062994652269,2e-04,0.00690630434927053,"Saline Water_Sediment"
"Candidatus Bipolaricaulota",0.000705281366069574,0.308013126063009,0.000335895994610371,2.09970162605743,0.00159044131289881,0.00713204845433357,129,0.752990137324769,2e-04,0.00643160658150377,"Saline Water_Sediment"
"Candidatus Brennerbacteria",0.000211204273190492,0.308013126063009,0.00013789214285768,1.53166285484792,0.000989237338912606,0.00218030610840663,114,0.770695262716947,0.0102,0.00574523740075394,"Saline Water_Sediment"
"Candidatus Coatesbacteria",0.00114548270626276,0.308013126063009,0.000671936287842711,1.70474898734879,0.00202978726705437,0.0111521109803092,69,0.800371690300226,2e-04,0.00444063581117871,"Saline Water_Sediment"
"Candidatus Dadabacteria",0.000826376902347192,0.308013126063009,0.000543626121030313,1.52011993239212,0.0037015527372356,0.0100530736905866,11,0.816981070118098,2e-04,0.00390070271320386,"Saline Water_Sediment"
"Candidatus Edwardsbacteria",0.00105725017406337,0.308013126063009,0.000505484980150441,2.09155606116864,0.00264673565881468,0.0109620394192649,115,0.836869744369241,2e-04,0.00300802218112795,"Saline Water_Sediment"
"Candidatus Eisenbacteria",0.0020958263215322,0.308013126063009,0.000747260420424077,2.80467995393466,0.00487872750733642,0.0213758832107757,158,0.839855394142495,2e-04,0.00298564977325366,"Saline Water_Sediment"
"Candidatus Fischerbacteria",0.000464714585786875,0.308013126063009,0.000407185409086322,1.14128496605426,0.00446751681408325,0.00733613749783556,79,0.848638510675138,0.0036,0.00287235285967369,"Saline Water_Sediment"
"Candidatus Fraserbacteria",0.000549657175497438,0.308013126063009,0.000251879578058263,2.18222207506754,0.00142117669428795,0.0057408942194819,128,0.851508138109377,2e-04,0.00286962743423957,"Saline Water_Sediment"
"Candidatus Glassbacteria",0.00136048171624226,0.308013126063009,0.000531354463835109,2.56040328789719,0.00324623900672107,0.0139863464986025,122,0.856734076753459,2e-04,0.00254301109190291,"Saline Water_Sediment"
"Candidatus Handelsmanbacteria",0.00163444776590862,0.308013126063009,0.000581111447359127,2.8126235911139,0.0051148761924649,0.0179157084429702,103,0.866494460840447,2e-04,0.002387200560653,"Saline Water_Sediment"
"Candidatus Huberarchaea",0.000164538445048121,0.308013126063009,0.000116526643741147,1.41202423553559,0.000545270179526996,0.00136262134445243,97,0.87330417918527,2e-04,0.00224733163077662,"Saline Water_Sediment"
"Candidatus Jacksonbacteria",0.000251574728950896,0.308013126063009,0.000137419970929321,1.83069991391782,0.000406530101698202,0.00230733539289142,82,0.877725928976202,0.0044,0.00219076183496247,"Saline Water_Sediment"
"Candidatus Jorgensenbacteria",0.000515298826576422,0.308013126063009,0.000345788042068533,1.49021586603707,0.00481026121612307,0.00852096367640403,98,0.879869363094637,0.0438,0.00214343411843421,"Saline Water_Sediment"
"Candidatus Kaiserbacteria",0.0013677741179085,0.308013126063009,0.00149937439991771,0.91222987266127,0.0117843645547195,0.021645832035873,99,0.882003608204512,0.0026,0.00213424510987492,"Saline Water_Sediment"
"Candidatus Korarchaeota",0.000173578672875829,0.308013126063009,0.000113680113386607,1.52690446644363,0.000738067882322643,0.00144363840608594,107,0.88819952898384,0.0044,0.00202306875095171,"Saline Water_Sediment"
"Candidatus Lindowbacteria",0.000910679678976452,0.308013126063009,0.000356530964894579,2.55427934357883,0.00358084933571252,0.0106980725508586,106,0.894177517330712,2e-04,0.00197171104668947,"Saline Water_Sediment"
"Candidatus Liptonbacteria",0.000585721149910725,0.308013126063009,0.000396062891814824,1.47885894390877,0.00399647154242737,0.00847136081296566,108,0.896144344125619,0.0012,0.00196682679490701,"Saline Water_Sediment"
"Candidatus Lokiarchaeota",0.000687173574527332,0.308013126063009,0.000813383863569354,0.844833055221705,0.00461152190399102,0.00843995727458783,3,0.900053347342638,2e-04,0.00194786822454174,"Saline Water_Sediment"
"Candidatus Marinimicrobia",0.00206097593775189,0.308013126063009,0.00256771228758732,0.8026506504311,0.0266220696362031,0.013208213885332,76,0.905825696504301,0.0398,0.00190161100404163,"Saline Water_Sediment"
"Candidatus Niyogibacteria",0.000341995261686283,0.308013126063009,0.00026521432520699,1.28950523852498,0.00279465092914298,0.00494110973114955,48,0.918202904416185,0.0408,0.00169197547172117,"Saline Water_Sediment"
"Candidatus Odinarchaeota",0.000239574642134844,0.308013126063009,0.000163267450397876,1.46737541102658,0.0012267065529398,0.00244147105579255,46,0.921562192908341,2e-04,0.00167900451683667,"Saline Water_Sediment"
"Candidatus Omnitrophica",0.00293692444543925,0.308013126063009,0.00137407577865601,2.13738171581183,0.0221092929399482,0.0447736736507829,77,0.923238378490198,2e-04,0.00167618558185678,"Saline Water_Sediment"
"Candidatus Ratteibacteria",0.000403645517699278,0.308013126063009,0.000250734440958917,1.6098527037433,0.00253861392891571,0.00537435651155445,83,0.931218154501679,2e-04,0.00156887286261298,"Saline Water_Sediment"
"Candidatus Raymondbacteria",0.000692207640895799,0.308013126063009,0.000329561869973154,2.10038752648232,0.00301589033745626,0.00844307226406847,126,0.932767110639676,2e-04,0.00154895613799777,"Saline Water_Sediment"
"Candidatus Riflebacteria",0.000660205843329066,0.308013126063009,0.000315112031038249,2.09514641873172,0.00389786360182523,0.00885727214980742,8,0.934300197297277,2e-04,0.00153308665760066,"Saline Water_Sediment"
"Candidatus Sumerlaeota",0.000623131730221009,0.308013126063009,0.000245558960811151,2.53760533992581,0.00140823262526661,0.00631595464297039,117,0.947350545713194,2e-04,0.00135613382389121,"Saline Water_Sediment"
"Candidatus Sungbacteria",0.000605808469523829,0.308013126063009,0.000449484207376802,1.34778588342255,0.00529273732840526,0.0097252782836035,31,0.948700101863286,0.0096,0.0013495561500918,"Saline Water_Sediment"
"Candidatus Tectomicrobia",0.00137363183878255,0.308013126063009,0.000564556534076212,2.43311653638059,0.00391839186051923,0.0147241504027094,73,0.952703885579273,2e-04,0.0013306799096241,"Saline Water_Sediment"
"Candidatus Thorarchaeota",0.00176960853178033,0.308013126063009,0.00171860075455433,1.02967982941403,0.0013619760558906,0.0153970165405206,38,0.95665051285851,2e-04,0.00131002867995311,"Saline Water_Sediment"
"Candidatus Veblenbacteria",0.000137149776762342,0.308013126063009,0.000209875915528037,0.65348030247911,0.000646200655199563,0.000805670470653237,139,0.959250185958114,0.0338,0.00129545650419005,"Saline Water_Sediment"
"Candidatus Wallbacteria",0.000522180083175985,0.308013126063009,0.000229677464675855,2.27353643037178,0.00173633497513733,0.00579534832115337,119,0.96180330037094,2e-04,0.00126830326563676,"Saline Water_Sediment"
"Candidatus Wirthbacteria",0.000410444566142366,0.308013126063009,0.000205999446217844,1.99245470644771,0.00161929860178398,0.00472434315682699,92,0.964298774550526,2e-04,0.00124569189187573,"Saline Water_Sediment"
