"OTU","average","overall","sd","ratio","ava","avb","ord","cusum","p","contribution","comparison"
"Acidobacteriota",0.0173543356993701,0.341005891227764,0.00912124650888693,1.90262763784112,0.15034423047449,0.0298416448299531,2,0.13244177583134,2e-04,0.13244177583134,"Soil_Saline Water"
"Actinomycetota",0.045163425803154,0.341005891227764,0.0252582219945344,1.78806828972075,0.533005856065265,0.237101907195073,133,0.237058242327783,2e-04,0.104616466496443,"Soil_Saline Water"
"Aquificota",0.000945199773809718,0.341005891227764,0.000583621346396419,1.61954284168301,0.00728342980285069,0.0129657111122757,7,0.334102321454374,2e-04,0.0970440791265909,"Soil_Saline Water"
"Armatimonadota",0.00193928521381881,0.341005891227764,0.000939215194452445,2.06479327131137,0.0248537495301116,0.0120283372014688,152,0.393898880526713,2e-04,0.0597965590723385,"Soil_Saline Water"
"Bacteroidota",0.0330926026909408,0.341005891227764,0.0189247071505916,1.74864543094958,0.211014592392491,0.350615445912438,146,0.512447206496503,2e-04,0.0331391115972772,"Soil_Saline Water"
"Bdellovibrionota",0.00246271950910201,0.341005891227764,0.0018061420861947,1.36352479017342,0.0200780047617584,0.0353597684073207,12,0.564486726523512,2e-04,0.0229692453329343,"Soil_Saline Water"
"Caldisericota",0.000434109333289376,0.341005891227764,0.000434094521827087,1.00003412036214,0.00240866204498398,0.00467988712031326,138,0.583294087946596,2e-04,0.0188073614230841,"Soil_Saline Water"
"Campylobacterota",0.00783264797558643,0.341005891227764,0.00533296604378514,1.46872264163661,0.0248179412272664,0.0786519396008919,130,0.61949980904643,2e-04,0.0179522484058934,"Soil_Saline Water"
"candidate division CPR3",0.000281185187306254,0.341005891227764,0.000204692378257048,1.37369642045562,0.00122687110030278,0.00252752502477707,155,0.66761242458894,2e-04,0.0154967278651927,"Soil_Saline Water"
"candidate division NC10",0.00172702978676273,0.341005891227764,0.000809701643020714,2.13292118356063,0.0177692360204378,0.00594724851281136,135,0.68208982116207,2e-04,0.01447739657313,"Soil_Saline Water"
"Candidatus Altiarchaeota",0.000400164668046898,0.341005891227764,0.000350023739006791,1.14325008121559,0.000837626759052904,0.00321853043053035,9,0.761460161623993,2e-04,0.00722192657796972,"Soil_Saline Water"
"Candidatus Aminicenantes",0.00208114989645252,0.341005891227764,0.00119779089459555,1.73749016280112,0.0223478309924648,0.00811130258658651,26,0.774215221792176,0.0076,0.00610297343825794,"Soil_Saline Water"
"Candidatus Berkelbacteria",0.000771425008105575,0.341005891227764,0.000537231440063044,1.4359267730404,0.00669662728166325,0.0106406156495467,16,0.801080754583116,2e-04,0.00506451598400459,"Soil_Saline Water"
"Candidatus Bipolaricaulota",0.000537115235648912,0.341005891227764,0.00031947542476558,1.68124116602405,0.00509665104288918,0.00159044131289881,91,0.805049697085037,2e-04,0.00396894250192192,"Soil_Saline Water"
"Candidatus Calescamantes",0.000329873035214257,0.341005891227764,0.000243900317304446,1.35249120976951,0.000943618827375218,0.00263843107704905,134,0.823333285197208,2e-04,0.00346583576878601,"Soil_Saline Water"
"Candidatus Campbellbacteria",0.000649348934847189,0.341005891227764,0.000383184088888642,1.69461351260829,0.00332410380086241,0.00723620234107919,144,0.826711100569727,2e-04,0.00337781537251935,"Soil_Saline Water"
"Candidatus Coatesbacteria",0.000611380160944015,0.341005891227764,0.000344359766138948,1.77541112830622,0.00598771924669736,0.00202978726705437,111,0.836510650251593,4e-04,0.00317921983353631,"Soil_Saline Water"
"Candidatus Curtissbacteria",0.000709885080020142,0.341005891227764,0.000415481242852768,1.70858514609696,0.00551873609922532,0.00957782788113245,89,0.845636711200593,2e-04,0.00297081491110773,"Soil_Saline Water"
"Candidatus Diapherotrites",0.000514699453043871,0.341005891227764,0.000340807287398887,1.51023605443465,0.00148369078468019,0.00471540665606695,75,0.859413604354846,2e-04,0.00258539026007099,"Soil_Saline Water"
"Candidatus Eisenbacteria",0.00178089140362672,0.341005891227764,0.00116501010750012,1.52864888653039,0.0171095079257089,0.00487872750733642,87,0.866883249034204,2e-04,0.00241482113194313,"Soil_Saline Water"
"Candidatus Fraserbacteria",0.000449258741686976,0.341005891227764,0.000320672458996439,1.4009894803344,0.00427221985002287,0.00142117669428795,53,0.876042811442826,2e-04,0.00223996161299667,"Soil_Saline Water"
"Candidatus Glassbacteria",0.000786743769788125,0.341005891227764,0.000415842546052989,1.89192707012686,0.00856160260535051,0.00324623900672107,69,0.880460183569557,2e-04,0.00217811771355902,"Soil_Saline Water"
"Candidatus Gribaldobacteria",0.000401004827737567,0.341005891227764,0.000369468591826265,1.08535566110077,0.00218413342669531,0.00398964755217511,103,0.88685746581422,2e-04,0.00210748868352317,"Soil_Saline Water"
"Candidatus Handelsmanbacteria",0.00127533599640156,0.341005891227764,0.000602418397481232,2.11702697283791,0.0137988873556288,0.0051148761924649,59,0.88894536748829,2e-04,0.00208790167407025,"Soil_Saline Water"
"Candidatus Heimdallarchaeota",0.000868572594160973,0.341005891227764,0.000732773584838569,1.18532192225832,0.00254577563387532,0.00803411398879707,121,0.893098601322449,2e-04,0.00207149537074314,"Soil_Saline Water"
"Candidatus Korarchaeota",0.00015695807385271,0.341005891227764,0.000168949099734526,0.929025807768979,0.000830230832628937,0.000738067882322643,106,0.908165020809644,0.0038,0.00177551832872269,"Soil_Saline Water"
"Candidatus Lindowbacteria",0.00088163330980706,0.341005891227764,0.000438721653097876,2.00955048282144,0.00959315462254298,0.00358084933571252,92,0.913338600276667,2e-04,0.00168444413613422,"Soil_Saline Water"
"Candidatus Margulisbacteria",0.000657395001760102,0.341005891227764,0.000722007058383099,0.910510491728858,0.00334380240059386,0.00747269353153238,19,0.921074686574989,2e-04,0.00148202113953777,"Soil_Saline Water"
"Candidatus Marinimicrobia",0.00283256434614005,0.341005891227764,0.00305806019725134,0.926261801087509,0.00720475504848186,0.0266220696362031,107,0.922542962794541,2e-04,0.00146827621955203,"Soil_Saline Water"
"Candidatus Melainabacteria",0.00130597944804335,0.341005891227764,0.000997041619149527,1.30985449650271,0.00641582425586853,0.0137562690287382,21,0.923982304129091,2e-04,0.00143934133454993,"Soil_Saline Water"
"Candidatus Parcubacteria",0.000389189744494405,0.341005891227764,0.000380855924076017,1.02188181905955,0.00106080233310869,0.00343939134509292,124,0.938890234188486,2e-04,0.00132423769579848,"Soil_Saline Water"
"Candidatus Rokubacteria",0.00622454172399884,0.341005891227764,0.00413558435556992,1.50511782346199,0.0553974720023194,0.0122448584886338,76,0.947868893999404,2e-04,0.00125315579979224,"Soil_Saline Water"
"Candidatus Sumerlaeota",0.000500690840816865,0.341005891227764,0.00027413337096004,1.82644980092501,0.0047144486771645,0.00140823262526661,45,0.956128919747965,2e-04,0.00115262821176987,"Soil_Saline Water"
"Candidatus Tectomicrobia",0.00108413269274405,0.341005891227764,0.000573015820899788,1.89197689348555,0.0111240547722255,0.00391839186051923,22,0.960659879704443,2e-04,0.00111775645810208,"Soil_Saline Water"
"Candidatus Wallbacteria",0.00045533808717955,0.341005891227764,0.000264142233127412,1.72383674427373,0.00475252542262251,0.00173633497513733,54,0.968162482685411,2e-04,0.00104675020306144,"Soil_Saline Water"
"Candidatus Wirthbacteria",0.000311238439392343,0.341005891227764,0.000313724822192336,0.992074637949853,0.00329872473366313,0.00161929860178398,97,0.970211306946261,0.0118,0.00102114883848803,"Soil_Saline Water"
"Chloroflexota",0.00612182246719388,0.341005891227764,0.00318886972567708,1.91974680492602,0.0711535818105819,0.0295907039668552,119,0.979721450379044,0.0276,0.0009063933983261,"Soil_Saline Water"
"Cyanobacteriota",0.0356748313947191,0.341005891227764,0.0314607797803018,1.13394619090325,0.0889061019679032,0.316442480931922,14,0.982404836916775,2e-04,0.000874601436996802,"Soil_Saline Water"
"Deinococcota",0.00493687752107792,0.341005891227764,0.00519716626056795,0.949917180548004,0.0552925331336762,0.0211968870398773,139,0.984119328587749,2e-04,0.000842951936979919,"Soil_Saline Water"
"Dictyoglomota",0.000659835744002264,0.341005891227764,0.000523579536130241,1.26023975054313,0.00275310121934703,0.00662972058594093,132,0.984961113541481,2e-04,0.000841784953731661,"Soil_Saline Water"
"Elusimicrobiota",0.00273701534771366,0.341005891227764,0.00136026452421416,2.012119921524,0.0392445898100723,0.0209548821044308,109,0.985794482067419,8e-04,0.000833368525937517,"Soil_Saline Water"
"Gemmatimonadota",0.00555997157034305,0.341005891227764,0.00270892025412077,2.05246779113756,0.0526042758661469,0.0139671657525512,117,0.989043035187797,2e-04,0.000802270724886811,"Soil_Saline Water"
"Mycoplasmatota",0.00490569983040181,0.341005891227764,0.00264957087298686,1.85150730649134,0.0151969844932315,0.0485963807635371,84,0.9921887232301,2e-04,0.000776827239346578,"Soil_Saline Water"
"Myxococcota",0.0113006322847259,0.341005891227764,0.00516489787400376,2.18796819615831,0.116106126075137,0.0384961914090346,20,0.992960779324361,2e-04,0.000772056094260343,"Soil_Saline Water"
"Nanoarchaeota",0.000350443373295622,0.341005891227764,0.000350536116708057,0.999735424088947,0.00127800328788314,0.00265765492928535,47,0.993720066415646,0.0038,0.000759287091285699,"Soil_Saline Water"
"Planctomycetota",0.00991313493028888,0.341005891227764,0.00529930169531877,1.87064928555508,0.125213135620043,0.0600606597436386,86,0.996449682052962,2e-04,0.000631952768479493,"Soil_Saline Water"
"Thermomicrobiota",0.00289473481978907,0.341005891227764,0.00502011024300209,0.576627739166537,0.0250001661529011,0.00495220455461304,72,0.99903301328118,2e-04,0.000460279654664109,"Soil_Saline Water"
"Acidobacteriota",0.0190863729667885,0.422282198993216,0.0101617871707426,1.8782496273629,0.15034423047449,0.0255580827618934,6,0.144974175981298,2e-04,0.144974175981298,"Soil_Animal Host"
"Actinomycetota",0.0439689266560025,0.422282198993216,0.0289683221517298,1.51782786816933,0.533005856065265,0.267888768308205,7,0.252124350519943,2e-04,0.107150174538645,"Soil_Animal Host"
"Armatimonadota",0.00233347484748976,0.422282198993216,0.00131855193966387,1.76972539139007,0.0248537495301116,0.0104090156144987,2,0.462652279124264,2e-04,0.104122140977837,"Soil_Animal Host"
"Bacillota",0.0612200138306119,0.422282198993216,0.0323626796688125,1.8916855605628,0.138772543375465,0.537117665592813,151,0.539604235079886,2e-04,0.031753808810672,"Soil_Animal Host"
"Bacteroidota",0.0452476113266858,0.422282198993216,0.0299883382625663,1.50884023417754,0.211014592392491,0.431868062931004,146,0.571211236495422,2e-04,0.0316070014155355,"Soil_Animal Host"
"Balneolota",0.000508333885061828,0.422282198993216,0.000436096598708116,1.16564514964736,0.00581288309387558,0.00379032354633326,138,0.594504330638323,0.0276,0.0232930941429016,"Soil_Animal Host"
"Campylobacterota",0.00774308562208745,0.422282198993216,0.00984987458269203,0.786110072476802,0.0248179412272664,0.0714644364319188,130,0.664003903750105,0.039,0.0160047395708475,"Soil_Animal Host"
"candidate division NC10",0.00191730637695627,0.422282198993216,0.000991917689950014,1.93292890769282,0.0177692360204378,0.00550203228163368,155,0.721281413011394,2e-04,0.0134535154494616,"Soil_Animal Host"
"Candidatus Bipolaricaulota",0.000564563744868694,0.422282198993216,0.000356417376675776,1.58399612873607,0.00509665104288918,0.00174258895544541,16,0.830998414450451,2e-04,0.00454034383056512,"Soil_Animal Host"
"Candidatus Doudnabacteria",0.000628479204582011,0.422282198993216,0.000494576761750461,1.27074147672775,0.00796423046035062,0.00532209488024196,77,0.885022200247429,0.0254,0.00223510849865372,"Soil_Animal Host"
"Candidatus Eisenbacteria",0.00205914545765689,0.422282198993216,0.00128561742675346,1.60167824020308,0.0171095079257089,0.00367059759051282,89,0.889310291133014,2e-04,0.00212795150586575,"Soil_Animal Host"
"Candidatus Fraserbacteria",0.00043594525869212,0.422282198993216,0.000343114730468032,1.27055244202853,0.00427221985002287,0.0017462195207327,143,0.897494132866874,2e-04,0.001957234659822,"Soil_Animal Host"
"Candidatus Glassbacteria",0.000844757829746223,0.422282198993216,0.000520931883031546,1.62162819605163,0.00856160260535051,0.00338793631884638,122,0.901318234116787,0.007,0.00189820902783533,"Soil_Animal Host"
"Candidatus Handelsmanbacteria",0.00145207181875542,0.422282198993216,0.000713833977631308,2.03418702983821,0.0137988873556288,0.00440618260092897,5,0.90846992551403,2e-04,0.00174451056050084,"Soil_Animal Host"
"Candidatus Lindowbacteria",0.00105111459860818,0.422282198993216,0.000523648772507445,2.00728933933143,0.00959315462254298,0.0028373361517156,41,0.927945848316476,2e-04,0.0013900027998065,"Soil_Animal Host"
"Candidatus Lloydbacteria",0.000943846531799926,0.422282198993216,0.00361608276647514,0.261013531147674,0.00561265267633461,0.00701653462435281,121,0.930716347932718,0.0438,0.00138343216073655,"Soil_Animal Host"
"Candidatus Micrarchaeota",0.000679364161714977,0.422282198993216,0.00170422780742162,0.398634594950547,0.00514557016262828,0.0052429834130778,48,0.938455698012764,0.0208,0.0012489323955448,"Soil_Animal Host"
"Candidatus Rokubacteria",0.00693209405521303,0.422282198993216,0.0045245235853555,1.5321157961581,0.0553974720023194,0.00997820593134106,29,0.95845151747029,2e-04,0.00107850593601133,"Soil_Animal Host"
"Candidatus Sumerlaeota",0.000602001682066694,0.422282198993216,0.000488372280374159,1.2326696380177,0.0047144486771645,0.00345502053245021,101,0.965711421638154,2e-04,0.00101313780386991,"Soil_Animal Host"
"Candidatus Tectomicrobia",0.0011644446604144,0.422282198993216,0.000653826885895106,1.78096784567102,0.0111240547722255,0.00376864966019151,118,0.969631331663317,2e-04,0.000959589451756782,"Soil_Animal Host"
"Candidatus Thermoplasmatota",0.00135744379948276,0.422282198993216,0.00218110391441065,0.622365486813381,0.004471331020396,0.0115718099097331,25,0.97149030616138,2e-04,0.000929000267080649,"Soil_Animal Host"
"Chlorobiota",0.00147819337337357,0.422282198993216,0.00104135374462705,1.41949206117559,0.0190782906322528,0.0138303385314628,27,0.984570520594339,0.0056,0.000716119652528047,"Soil_Animal Host"
"Chloroflexota",0.00675851662029122,0.422282198993216,0.00403155842503386,1.67640299550774,0.0711535818105819,0.0285193506588236,43,0.985279910499377,0.0048,0.000709389905037328,"Soil_Animal Host"
"Deferribacterota",0.00209950729321135,0.422282198993216,0.00419369151197613,0.500634652600384,0.0071639117217448,0.0178901616889945,60,0.988075001753971,2e-04,0.000691922495926867,"Soil_Animal Host"
"Deinococcota",0.00499233337997192,0.422282198993216,0.00576027173270934,0.866683658623824,0.0552925331336762,0.0237225785257439,109,0.988765157042729,4e-04,0.000690155288758487,"Soil_Animal Host"
"Elusimicrobiota",0.00313491541919772,0.422282198993216,0.00209706259365524,1.49490789101029,0.0392445898100723,0.0213682320583172,132,0.990102396953735,0.0022,0.000657000926865159,"Soil_Animal Host"
"Fibrobacterota",0.00229037689247777,0.422282198993216,0.00644037920599932,0.355627645394583,0.00465432611793792,0.0194761198137209,96,0.991376277785344,2e-04,0.000631106752664312,"Soil_Animal Host"
"Gemmatimonadota",0.00635971958846204,0.422282198993216,0.00310573616814446,2.04773336952884,0.0526042758661469,0.0156720440043168,34,0.992591692707804,2e-04,0.000607474268710884,"Soil_Animal Host"
"Lentisphaerota",0.00169795073252325,0.422282198993216,0.00118735539592728,1.43002738552194,0.0212156942896491,0.0148979407996517,84,0.994279358096888,0.0434,0.000552274520436935,"Soil_Animal Host"
"Mycoplasmatota",0.00457142196006499,0.422282198993216,0.00417692825761857,1.09444588896802,0.0151969844932315,0.0433424408557124,15,0.994816040523468,2e-04,0.000536682426579338,"Soil_Animal Host"
"Myxococcota",0.0133470740613341,0.422282198993216,0.0060646598098689,2.20079517726858,0.116106126075137,0.0297287041172911,93,0.995348410973812,2e-04,0.000532370450344044,"Soil_Animal Host"
"Planctomycetota",0.0134090682109807,0.422282198993216,0.00664733737709181,2.01720891393166,0.125213135620043,0.0400270706013934,37,0.997668045654434,2e-04,0.000402119685201763,"Soil_Animal Host"
"Pseudomonadota",0.0449332699845172,0.422282198993216,0.0292684235468055,1.53521319358594,0.659331831327611,0.470819773626606,86,0.998063628958759,2e-04,0.000395583304325431,"Soil_Animal Host"
"Spirochaetota",0.00611145873877838,0.422282198993216,0.00646821999245548,0.944843982719632,0.0325180809201887,0.0671769470802088,67,0.998446878677424,2e-04,0.00038324971866488,"Soil_Animal Host"
"Thermomicrobiota",0.00312615406408513,0.422282198993216,0.00537196392635894,0.58193876707657,0.0250001661529011,0.0046244147268525,23,0.999391727863421,8e-04,0.000278037601461389,"Soil_Animal Host"
"Thermoproteota",0.00251920985830778,0.422282198993216,0.00336328546609889,0.749032421928144,0.0106932493251929,0.0235579357709715,114,0.999665791624222,2e-04,0.000274063760800636,"Soil_Animal Host"
"Acidobacteriota",0.0226187105675639,0.502170453517015,0.0103720478593623,2.180737196189,0.15034423047449,0.0112887211411471,6,0.141210231753128,2e-04,0.141210231753128,"Soil_Human Host"
"Actinomycetota",0.0395063017740578,0.502170453517015,0.0277402561232762,1.42415057735927,0.533005856065265,0.398045044446822,152,0.25625490967764,4e-04,0.115044677924512,"Soil_Human Host"
"Armatimonadota",0.00324426796777618,0.502170453517015,0.00110541827224971,2.93487818070309,0.0248537495301116,0.00487436057583131,2,0.441065433713862,2e-04,0.0786710996184072,"Soil_Human Host"
"Bacillota",0.0709116061207109,0.502170453517015,0.0349759827142976,2.0274371330737,0.138772543375465,0.569800230739513,151,0.521511968957054,2e-04,0.0354046368018346,"Soil_Human Host"
"Bacteroidota",0.0533000828959288,0.502170453517015,0.0352775758720858,1.51087713875782,0.211014592392491,0.464296162755833,146,0.554358599503234,2e-04,0.0328466305461802,"Soil_Human Host"
"Balneolota",0.000678806255446771,0.502170453517015,0.000451527011470129,1.50335691598304,0.00581288309387558,0.00160969521701174,140,0.584010690455955,4e-04,0.029652090952721,"Soil_Human Host"
"Calditrichota",0.000896942046246695,0.502170453517015,0.000499867579733625,1.79435931156941,0.00768136855564168,0.00219359415304966,130,0.644417225658777,0.001,0.0183555957929876,"Soil_Human Host"
"candidate division NC10",0.00241921688698607,0.502170453517015,0.000942695845428456,2.56627511271839,0.0177692360204378,0.00292912263785456,155,0.723446201091477,2e-04,0.0152325377695995,"Soil_Human Host"
"candidate division Zixibacteria",0.00113487841917014,0.502170453517015,0.000518089846453948,2.19050503872597,0.00960652584146673,0.00263977754364781,150,0.761772407376644,2e-04,0.00999860278816844,"Soil_Human Host"
"Candidatus Absconditabacteria",0.000870356789651208,0.502170453517015,0.00131566855488003,0.66153195379103,0.00289329928567177,0.00688801445218846,137,0.781207151867855,6e-04,0.00956152575655089,"Soil_Human Host"
"Candidatus Adlerbacteria",0.000632449247318627,0.502170453517015,0.000337369151738624,1.87465049504175,0.00520679692448119,0.00140570516488447,154,0.790039854529131,0.0166,0.00883270266127545,"Soil_Human Host"
"Candidatus Amesbacteria",0.000513789546426389,0.502170453517015,0.0003112310488615,1.65082998083211,0.00457144936735767,0.00157382928914762,148,0.810653655931464,0.007,0.00658603896726828,"Soil_Human Host"
"Candidatus Aminicenantes",0.00291642020006541,0.502170453517015,0.00138608897422693,2.10406420821001,0.0223478309924648,0.0045511010850388,4,0.817114147473837,0.001,0.00646049154237271,"Soil_Human Host"
"Candidatus Bipolaricaulota",0.000687463842450412,0.502170453517015,0.000341603119735182,2.01246359513153,0.00509665104288918,0.00100074228513399,129,0.846762394971483,2e-04,0.00424416880696987,"Soil_Human Host"
"Candidatus Blackallbacteria",0.00047833048102831,0.502170453517015,0.000278741021771884,1.71603906015587,0.00417238547472685,0.00129674099958458,9,0.850782938472151,0.0164,0.00402054350066849,"Soil_Human Host"
"Candidatus Coatesbacteria",0.000774416153097505,0.502170453517015,0.000368280698334909,2.10278778279404,0.00598771924669736,0.00149223529228189,75,0.874933870880094,0.0022,0.00259023938116576,"Soil_Human Host"
"Candidatus Dadabacteria",0.000699853501143779,0.502170453517015,0.000340262405080384,2.05680524999065,0.00574954325263118,0.00156732251280617,19,0.884402135859427,0.0276,0.00225994662016038,"Soil_Human Host"
"Candidatus Doudnabacteria",0.000881467988101103,0.502170453517015,0.000470733870837171,1.87253996941726,0.00796423046035062,0.00258161941948823,53,0.895351774717131,2e-04,0.00207232610958796,"Soil_Human Host"
"Candidatus Edwardsbacteria",0.000713537809957007,0.502170453517015,0.000322008004672985,2.21590084594835,0.00615391716797823,0.00206888706510007,89,0.897333806394763,0.014,0.00198203167763145,"Soil_Human Host"
"Candidatus Eisenbacteria",0.00244650049046759,0.502170453517015,0.00130520345046346,1.87442079592946,0.0171095079257089,0.0020493614527172,99,0.89926306625096,2e-04,0.00192925985619752,"Soil_Human Host"
"Candidatus Fraserbacteria",0.000530964529319303,0.502170453517015,0.000340189046641382,1.56079254920583,0.00427221985002287,0.0010685363297385,21,0.906382898790326,2e-04,0.00173318996280147,"Soil_Human Host"
"Candidatus Glassbacteria",0.00112094869638931,0.502170453517015,0.000463963912753463,2.4160256122871,0.00856160260535051,0.00169671213700588,74,0.909786817829775,4e-04,0.00169710962171055,"Soil_Human Host"
"Candidatus Handelsmanbacteria",0.00184789403351253,0.502170453517015,0.000686096932780251,2.69334250777709,0.0137988873556288,0.0024511992636348,81,0.916055217640273,2e-04,0.00153556128875831,"Soil_Human Host"
"Candidatus Hydrogenedentes",0.000373703013765633,0.502170453517015,0.000225756788213175,1.65533456036218,0.00309801169417128,0.000864686358850945,36,0.921982838802527,0.0302,0.00145759434486825,"Soil_Human Host"
"Candidatus Jorgensenbacteria",0.000685774755993087,0.502170453517015,0.000382390668386869,1.79338779077966,0.00613534086314383,0.00195779042550366,51,0.924853411970431,0.0044,0.00142090759215252,"Soil_Human Host"
"Candidatus Kaiserbacteria",0.00160869669054897,0.502170453517015,0.000763370742208304,2.10735963746171,0.0146797914470224,0.00490131000754163,57,0.926273473537219,0.0156,0.00142006156678764,"Soil_Human Host"
"Candidatus Komeilibacteria",0.00062700178223165,0.502170453517015,0.000390120278089992,1.60720120805157,0.00580469668757178,0.0021827494546669,29,0.929052558600136,0.0156,0.00138542779725759,"Soil_Human Host"
"Candidatus Lindowbacteria",0.00130074168475762,0.502170453517015,0.000480988190145381,2.70431106502733,0.00959315462254298,0.00156677526026867,8,0.934495623615585,2e-04,0.00135174471276178,"Soil_Human Host"
"Candidatus Liptonbacteria",0.000741238302735769,0.502170453517015,0.000355396839661659,2.08566374265296,0.00643574784763783,0.00190129588258553,3,0.935838036696401,0.0012,0.00134241308081584,"Soil_Human Host"
"Candidatus Micrarchaeota",0.000615513666510244,0.502170453517015,0.000396207182802662,1.55351465906364,0.00514557016262828,0.00141017693112968,123,0.944945940244461,0.0436,0.00126253624849482,"Soil_Human Host"
"Candidatus Moranbacteria",0.00112955590367191,0.502170453517015,0.000747886796082977,1.51033005207193,0.0109019968338216,0.00437125012745645,71,0.94745395524361,0.0408,0.00124858357922175,"Soil_Human Host"
"Candidatus Omnitrophica",0.00338989556984012,0.502170453517015,0.00135351832090616,2.50450660141093,0.0288780785929165,0.00806854808454853,106,0.954742263253426,6e-04,0.00118861233508194,"Soil_Human Host"
"Candidatus Peregrinibacteria",0.00137721529047197,0.502170453517015,0.000716966983405846,1.92089081135886,0.0138790377450383,0.0056761761378727,48,0.958234795683434,0.0404,0.00115202491852939,"Soil_Human Host"
"Candidatus Raymondbacteria",0.000561186456299443,0.502170453517015,0.000283392017737857,1.98024792927849,0.0048029322342146,0.00148786307453656,103,0.96160332142451,6e-04,0.00110883633519598,"Soil_Human Host"
"Candidatus Riflebacteria",0.000681301573440264,0.502170453517015,0.000295825424935534,2.30305280078185,0.00555655096257556,0.00144183477489948,44,0.96269537343713,0.0326,0.00109205201262041,"Soil_Human Host"
"Candidatus Rokubacteria",0.00817117890105182,0.502170453517015,0.00470525130169861,1.7366083928614,0.0553974720023194,0.00511026864586851,28,0.964824659880594,2e-04,0.00106313297227634,"Soil_Human Host"
"Candidatus Saccharibacteria",0.00495803872965691,0.502170453517015,0.0059829522802625,0.828694346437171,0.0123665678109496,0.0365984410119425,56,0.966939405519658,2e-04,0.0010573392472627,"Soil_Human Host"
"Candidatus Sumerlaeota",0.000667247468344175,0.502170453517015,0.000284089909032218,2.34871935654886,0.0047144486771645,0.000621393375009182,121,0.971979540315371,2e-04,0.000961723999776343,"Soil_Human Host"
"Candidatus Sungbacteria",0.000857109259372457,0.502170453517015,0.000566885025167476,1.51196313418094,0.00708845556199691,0.00184543966856106,33,0.972932066450029,0.0014,0.00095252613465846,"Soil_Human Host"
"Candidatus Tectomicrobia",0.00148969131268936,0.502170453517015,0.000666519597429,2.23503002527701,0.0111240547722255,0.00209210206787467,117,0.975720446754376,2e-04,0.000895655445923738,"Soil_Human Host"
"Candidatus Terrybacteria",0.000476780513509054,0.502170453517015,0.000235525043126661,2.02433043713593,0.0038564143598411,0.00134049810936526,124,0.976612289793938,0.0376,0.000891843039561468,"Soil_Human Host"
"Candidatus Uhrbacteria",0.00147878606882149,0.502170453517015,0.000661634947288445,2.235048307049,0.0135113260912599,0.00454442951738367,39,0.979215880249631,0.0188,0.000848523642306809,"Soil_Human Host"
"Candidatus Wallbacteria",0.000583375125763522,0.502170453517015,0.000283109889693583,2.06059606887956,0.00475252542262251,0.00134865111682552,54,0.981703834769489,8e-04,0.000822976315835611,"Soil_Human Host"
"Candidatus Wirthbacteria",0.000408907449947441,0.502170453517015,0.00033540290747569,1.21915296747115,0.00329872473366313,0.00106395260537658,55,0.983268760871879,0.0144,0.000750645917078629,"Soil_Human Host"
"Chlorobiota",0.00213129617459882,0.502170453517015,0.000872762340093086,2.44201207670293,0.0190782906322528,0.00634746838674833,96,0.989194563938489,2e-04,0.000608206373505338,"Soil_Human Host"
"Chloroflexota",0.0092176378639396,0.502170453517015,0.00382604566004613,2.40918135405327,0.0711535818105819,0.0145422745527906,136,0.989767863866486,2e-04,0.000573299927997262,"Soil_Human Host"
"Chrysiogenota",0.000609786449863181,0.502170453517015,0.000289552261608042,2.10596334657068,0.00527201402923906,0.00176021414130496,132,0.990299281061553,0.0336,0.000531417195067552,"Soil_Human Host"
"Deinococcota",0.00717248204196049,0.502170453517015,0.00597574604233095,1.2002655385875,0.0552925331336762,0.0116637849064605,20,0.99232510306628,2e-04,0.000503677290931814,"Soil_Human Host"
"Elusimicrobiota",0.00480151572548178,0.502170453517015,0.00176569388303459,2.71933644422539,0.0392445898100723,0.0100086091239622,14,0.993247309108542,2e-04,0.000460282942238877,"Soil_Human Host"
"Fusobacteriota",0.0148904039614557,0.502170453517015,0.0152290999740314,0.977759945554679,0.00987252101014062,0.103721235555616,10,0.994620146183134,2e-04,0.000453678988318496,"Soil_Human Host"
"Gemmatimonadota",0.00771336973433575,0.502170453517015,0.00298232322685189,2.58636276071186,0.0526042758661469,0.00485061844819894,40,0.995072701896984,2e-04,0.000452555713850056,"Soil_Human Host"
"Kiritimatiellota",0.00116119127896657,0.502170453517015,0.000495638865073695,2.34281724213438,0.00961647328996266,0.00264512822108998,84,0.995959403457955,0.0016,0.000435120016140433,"Soil_Human Host"
"Lentisphaerota",0.0025408863925413,0.502170453517015,0.00100156085633864,2.53692661455431,0.0212156942896491,0.00564604698357779,47,0.996319269707823,2e-04,0.000359866249868168,"Soil_Human Host"
"Myxococcota",0.0164946073578811,0.502170453517015,0.00584063202855469,2.82411343108749,0.116106126075137,0.015158355436391,67,0.997000808872055,2e-04,0.000337502859439676,"Soil_Human Host"
"Nitrospinota",0.0013343361355449,0.502170453517015,0.000701063063510226,1.90330400358546,0.0114840566626911,0.00330497464803679,15,0.99793948629734,0.0068,0.000289822789893202,"Soil_Human Host"
"Nitrospirota",0.00502100289667102,0.502170453517015,0.00222506559682269,2.25656398797448,0.0404355008663028,0.00966241912871528,93,0.99821327929359,0.0066,0.000273792996249633,"Soil_Human Host"
"Planctomycetota",0.0177791625193825,0.502170453517015,0.00598949658520945,2.96839012535488,0.125213135620043,0.0155080645116764,35,0.998486298675317,2e-04,0.000273019381726969,"Soil_Human Host"
