"","taxon","average","overall","sd","ratio","ava","avb","ord","cusum","p","contribution","comparison_1","comparison_2","microgroup"
"132","Elusimicrobiota",0.00480151572548178,0.502170453517015,0.00176569388303459,2.71933644422539,0.0392445898100723,0.0100086091239622,14,0.993247309108542,2e-04,0.00046028294223887,"Soil","Human Host","Bonafide"
"133","Fusobacteriota",0.0148904039614557,0.502170453517015,0.0152290999740314,0.977759945554679,0.00987252101014062,0.103721235555616,10,0.994620146183134,2e-04,0.00045367898831849,"Soil","Human Host","Bonafide"
"134","Gemmatimonadota",0.00771336973433575,0.502170453517015,0.00298232322685189,2.58636276071186,0.0526042758661469,0.00485061844819894,40,0.995072701896984,2e-04,0.00045255571385005,"Soil","Human Host","Bonafide"
"135","Kiritimatiellota",0.00116119127896657,0.502170453517015,0.00049563886507369,2.34281724213438,0.00961647328996266,0.00264512822108998,84,0.995959403457955,0.0016,0.00043512001614043,"Soil","Human Host","Bonafide"
"136","Lentisphaerota",0.0025408863925413,0.502170453517015,0.00100156085633864,2.53692661455431,0.0212156942896491,0.00564604698357779,47,0.996319269707823,2e-04,0.00035986624986816,"Soil","Human Host","Bonafide"
"137","Myxococcota",0.0164946073578811,0.502170453517015,0.00584063202855469,2.82411343108749,0.116106126075137,0.015158355436391,67,0.997000808872055,2e-04,0.00033750285943967,"Soil","Human Host","Bonafide"
"138","Nitrospinota",0.0013343361355449,0.502170453517015,0.00070106306351022,1.90330400358546,0.0114840566626911,0.00330497464803679,15,0.99793948629734,0.0068,0.0002898227898932,"Soil","Human Host","Bonafide"
"139","Nitrospirota",0.00502100289667102,0.502170453517015,0.00222506559682269,2.25656398797448,0.0404355008663028,0.00966241912871528,93,0.99821327929359,0.0066,0.00027379299624963,"Soil","Human Host","Bonafide"
"140","Planctomycetota",0.0177791625193825,0.502170453517015,0.00598949658520945,2.96839012535488,0.125213135620043,0.0155080645116764,35,0.998486298675317,2e-04,0.00027301938172696,"Soil","Human Host","Bonafide"
"141","Pseudomonadota",0.0577720380880712,0.502170453517015,0.0322710480592396,1.79021263833823,0.659331831327611,0.319564639633988,24,0.998748668385484,2e-04,0.00026236971016657,"Soil","Human Host","Bonafide"
"142","Spirochaetota",0.0083108207473501,0.502170453517015,0.00910886984348569,0.912387693550554,0.0325180809201887,0.0694635423415471,37,0.999003455155055,2e-04,0.00025478676957102,"Soil","Human Host","Bonafide"
"143","Synergistota",0.00443552230119365,0.502170453517015,0.00493288298437885,0.899174441242533,0.0160622312155646,0.0364363113506705,72,0.999247851888704,2e-04,0.00024439673364984,"Soil","Human Host","Bonafide"
"144","Thermomicrobiota",0.00365443225400546,0.502170453517015,0.0057095459662754,0.640056543128141,0.0250001661529011,0.00254541560243648,114,0.999634225295311,0.0122,0.00018637060046633,"Soil","Human Host","Bonafide"
"145","Verrucomicrobiota",0.0070528034531777,0.502170453517015,0.00385525434395812,1.82940029993889,0.0588301913569273,0.0402919852946211,65,1,0.0448,9.37716319058257e-05,"Soil","Human Host","Bonafide"
"146","Acidobacteriota",0.0147154255173864,0.297654991059142,0.00930235541238235,1.58190317022275,0.15034423047449,0.0507894539281217,2,0.116813458037689,2e-04,0.116813458037689,"Soil","Wastewater","Bonafide"
"147","Actinomycetota",0.0347701088077957,0.297654991059142,0.0268329458673089,1.2957991634514,0.533005856065265,0.339440187790308,152,0.210188965753586,0.0068,0.0933755077158972,"Soil","Wastewater","Bonafide"
"148","Atribacterota",0.00200775296904574,0.297654991059142,0.0034838168882747,0.576308409263165,0.00629005222392927,0.0175618309190998,1,0.411344486488249,0.0334,0.0494378591302121,"Soil","Wastewater","Bonafide"
"149","Ca. Cloacimonetes",0.00570848810939034,0.297654991059142,0.0105146939494045,0.542905778985001,0.0021922856242645,0.0464306063207073,69,0.842653167833385,2e-04,0.00322508801031973,"Soil","Wastewater","CPR"
"150","Ca. Rokubacteria",0.00499729242723389,0.297654991059142,0.00408029581461888,1.22473777742525,0.0553974720023194,0.0230891421508661,32,0.951414808373769,0.0164,0.00119234110232858,"Soil","Wastewater","CPR"
"151","Coprothermobacterota",0.00326476398059456,0.297654991059142,0.0124003379298205,0.26328024277011,0.00220371560559874,0.0243913868893621,47,0.984091049686046,2e-04,0.00076483550293193,"Soil","Wastewater","Bonafide"
"152","Euryarchaeota",0.0136700965590187,0.297654991059142,0.0168528719702435,0.811143440901675,0.0888458350332621,0.132100096881782,20,0.988634082392334,0.018,0.00074365259839182,"Soil","Wastewater","Bonafide"
"153","Ignavibacteriota",0.00363218503821004,0.297654991059142,0.00650844168618336,0.558072917196251,0.0221080964763513,0.0377768504365372,105,0.991455816011364,0.008,0.00069580330604568,"Soil","Wastewater","Bonafide"
"154","Nitrospirota",0.00520654904062756,0.297654991059142,0.00575098953167786,0.905330989032168,0.0404355008663028,0.0593440138796986,147,0.99629431277407,8e-04,0.00055391549612804,"Soil","Wastewater","Bonafide"
"155","Synergistota",0.00334404645847034,0.297654991059142,0.00554397668514498,0.603185519778732,0.0160622312155646,0.0356457037207417,90,0.998254386267223,2e-04,0.00041593733541889,"Soil","Wastewater","Bonafide"
"156","Thermotogota",0.00547527686372081,0.297654991059142,0.0087944516525422,0.622583087615028,0.0117154586165852,0.0481881488086486,23,0.999714459122191,2e-04,0.00030758029078581,"Soil","Wastewater","Bonafide"
"157","Atribacterota",0.00264155949954891,0.254280808023989,0.00386025238342226,0.684297096970398,0.00629005222392927,0.0257493245570791,6,0.329950210696877,2e-04,0.0466769997079082,"Soil","Sediment","Bonafide"
"158","Calditrichota",0.00107451367102467,0.254280808023989,0.00064847899096834,1.65697530064951,0.00768136855564168,0.015589724815786,130,0.501502525242945,2e-04,0.02262416485992,"Soil","Sediment","Bonafide"
"159","Ca. division CPR1",0.00030809156492607,0.254280808023989,0.00020124330951482,1.53094065918935,0.00194316769477937,0.00411560555508421,146,0.53641791114442,2e-04,0.0161879283803843,"Soil","Sediment","CPR"
"160","Ca. division WOR-3",0.00032613956164701,0.254280808023989,0.00019403491996725,1.68082921209263,0.00206095889229999,0.00445667005166812,100,0.591518312293804,2e-04,0.0124563371721721,"Soil","Sediment","CPR"
"161","Ca. division Zixibacteria",0.0009936039902216,0.254280808023989,0.00062061945094534,1.60098751128106,0.00960652584146673,0.0168851710346257,159,0.611627342099045,2e-04,0.00972067403401156,"Soil","Sediment","CPR"
"162","Ca. Abawacabacteria",0.00032054235733174,0.254280808023989,0.00019487640061894,1.64484953700745,0.00218628793482843,0.00436080010858016,26,0.621318024961816,2e-04,0.00969068286277142,"Soil","Sediment","CPR"
"163","Ca. Aenigmarchaeota",0.00021094476720501,0.254280808023989,0.00012364716030392,1.70602193116697,0.00049785421918405,0.00208860939074357,135,0.646650512599175,2e-04,0.00828372027916136,"Soil","Sediment","DPANN"
"164","Ca. Aminicenantes",0.00246415466864976,0.254280808023989,0.00241812409764176,1.01903565290668,0.0223478309924648,0.039561661163962,144,0.670284539108799,2e-04,0.00747259918472509,"Soil","Sediment","CPR"
"165","Ca. Bathyarchaeota",0.00164796821744732,0.254280808023989,0.00141663134608904,1.16330068651731,0.00494986605912156,0.017620008770848,140,0.691402573847878,2e-04,0.00691393324122969,"Soil","Sediment","CPR"
"166","Ca. Buchananbacteria",0.00076608655594981,0.254280808023989,0.00090856429326431,0.843183648784391,0.00737746534955302,0.0126492616353966,143,0.731380492470305,0.0164,0.00528171990534343,"Soil","Sediment","CPR"
"167","Ca. Campbellbacteria",0.00059253731067733,0.254280808023989,0.00037268714861616,1.58990540156135,0.00332410380086241,0.00760132073992043,158,0.741340118507803,0.0086,0.00496586656433007,"Soil","Sediment","CPR"
"168","Ca. Coatesbacteria",0.00070594082491351,0.254280808023989,0.00063640393156316,1.10926534218534,0.00598771924669736,0.0111521109803092,122,0.754932363180938,2e-04,0.00433337927427202,"Soil","Sediment","CPR"
"169","Ca. Dadabacteria",0.0006001890866513,0.254280808023989,0.00051120329448653,1.17407124156768,0.00574954325263118,0.0100530736905866,69,0.771853339973599,0.037,0.00418519125389794,"Soil","Sediment","CPR"
"170","Ca. Desantisbacteria",0.00063816895377782,0.254280808023989,0.0003850628502675,1.65731114630895,0.00569631109180199,0.0101550188598358,128,0.784288347848962,0.0022,0.00409879302971128,"Soil","Sediment","CPR"
"171","Ca. Edwardsbacteria",0.00064687643121732,0.254280808023989,0.00047704283657865,1.35601330030801,0.00615391716797823,0.0109620394192649,85,0.795915711158522,0.001,0.00380604756696035,"Soil","Sediment","CPR"
"172","Ca. Falkowbacteria",0.00118423602083764,0.254280808023989,0.00088444075842351,1.33896590535752,0.0103120942659575,0.0185771159285339,134,0.803364167341641,0.003,0.00372194368448608,"Soil","Sediment","CPR"
"173","Ca. Fischerbacteria",0.00055746779822341,0.254280808023989,0.00042392200052692,1.31502445622189,0.003541799844086,0.00733613749783556,87,0.810632361251785,2e-04,0.0035975506472441,"Soil","Sediment","CPR"
"174","Ca. Glassbacteria",0.00079454769857058,0.254280808023989,0.00047827195510941,1.66128849932005,0.00856160260535051,0.0139863464986025,59,0.82087772128466,0.0218,0.00332024479802973,"Soil","Sediment","CPR"
"175","Ca. Heimdallarchaeota",0.00078727464445938,0.254280808023989,0.00045751818426521,1.72075050027525,0.00254577563387532,0.00825499250523791,64,0.839740381248027,0.0038,0.00309608361943348,"Soil","Sediment","CPR"
"176","Ca. Huberarchaea",0.00015157656236951,0.254280808023989,0.0001082052723581,1.4008241841292,0.0002415629767702,0.00136262134445243,46,0.842790979967952,2e-04,0.00305059871992563,"Soil","Sediment","DPANN"
"177","Ca. Kerfeldbacteria",0.00057536993620986,0.254280808023989,0.00030754586135313,1.87084272140215,0.00521428993857722,0.00909000511091462,127,0.85777089871484,0.0056,0.0028963880011742,"Soil","Sediment","CPR"
"178","Ca. Komeilibacteria",0.00052693258137604,0.254280808023989,0.0003087608422663,1.70660430094812,0.00580469668757178,0.00931042058443989,62,0.860619560464601,0.032,0.00284866174976095,"Soil","Sediment","CPR"
"179","Ca. Kuenenbacteria",0.00046431363605846,0.254280808023989,0.00029819031089405,1.55710504028896,0.00400176747036449,0.00718662603189695,102,0.866074087679866,0.0122,0.00267830186660634,"Soil","Sediment","CPR"
"180","Ca. Lokiarchaeota",0.00078943339431869,0.254280808023989,0.00080056794003408,0.986091691712115,0.00216792433600962,0.00843995727458783,111,0.878825796200665,2e-04,0.00249374859436324,"Soil","Sediment","CPR"
"181","Ca. Nealsonbacteria",0.00091478808548845,0.254280808023989,0.00066971477064685,1.36593685190025,0.00631503421258371,0.0123978960859723,131,0.90009320396013,0.0248,0.00225667657549633,"Soil","Sediment","CPR"
"182","Ca. Odinarchaeota",0.00023661067469852,0.254280808023989,0.00015518840425052,1.52466723168674,0.00066689030144835,0.00244147105579255,71,0.90650713280414,2e-04,0.00207224676321749,"Soil","Sediment","CPR"
"183","Ca. Pacebacteria",0.00060693577185268,0.254280808023989,0.00034355739874213,1.76662116454154,0.00577114779465088,0.00955204213778837,63,0.910569783950341,0.0306,0.00200109240667956,"Soil","Sediment","CPR"
"184","Ca. Ratteibacteria",0.00037102077301631,0.254280808023989,0.00021702291086499,1.70959264870946,0.00260086260177058,0.00537435651155445,113,0.918313410002991,2e-04,0.00190959335246221,"Soil","Sediment","CPR"
"185","Ca. Raymondbacteria",0.00049034698614946,0.254280808023989,0.00030685153499525,1.59799424225478,0.0048029322342146,0.00844307226406847,101,0.920155175772968,4e-04,0.00184176576997663,"Soil","Sediment","CPR"
"186","Ca. Ryanbacteria",0.00046832568818058,0.254280808023989,0.00037544884567917,1.2473754908832,0.00470070866628071,0.00771896960960156,98,0.927400163624783,0.0286,0.00178210503949572,"Soil","Sediment","CPR"
"187","Ca. Schekmanbacteria",0.00105639446212372,0.254280808023989,0.00060272007046869,1.75271160507769,0.00572676775298309,0.0136119335994109,40,0.930873524839052,2e-04,0.00173560388574001,"Soil","Sediment","CPR"
"188","Ca. Shapirobacteria",0.00062877474870607,0.254280808023989,0.00033830497983955,1.85860329045197,0.00531118040968627,0.00933612890776825,49,0.932598765124774,0.0326,0.00172524028572296,"Soil","Sediment","CPR"
"189","Ca. Spechtbacteria",0.00040251606369212,0.254280808023989,0.00033882310090442,1.1879829404125,0.00268041747748737,0.00570555493079248,126,0.9343192615222,0.0054,0.00172049639742566,"Soil","Sediment","CPR"
"190","Ca. Thorarchaeota",0.00179509393487869,0.254280808023989,0.00171522213802711,1.04656644470753,0.00059787152249415,0.0153970165405206,117,0.948705811639999,2e-04,0.00154647002777564,"Soil","Sediment","CPR"
"191","Ca. Woesearchaeota",0.00134840788419197,0.254280808023989,0.00069693375108524,1.93477196662133,0.00466256377449947,0.0152009663409652,32,0.959080143921029,2e-04,0.00142697629041988,"Soil","Sediment","DPANN"
"192","Ca. Zambryskibacteria",0.00073649588128953,0.254280808023989,0.00083224245606619,0.884953508345116,0.00597747610822156,0.0111764792281519,21,0.96744713368886,0.0258,0.00133810669667811,"Soil","Sediment","CPR"
"193","Chlorobiota",0.00144649428142535,0.254280808023989,0.00137430016957393,1.05253154547292,0.0190782906322528,0.0294021864956043,27,0.970106223198843,0.0024,0.00132206664733314,"Soil","Sediment","Bonafide"
"194","Chrysiogenota",0.00057382954306599,0.254280808023989,0.00032087394638207,1.78833323657483,0.00527201402923906,0.00957216030974771,10,0.972718372264772,0.0398,0.00129686481063784,"Soil","Sediment","Bonafide"
"195","Ignavibacteriota",0.00384619145784666,0.254280808023989,0.00229684651631784,1.67455310162067,0.0221080964763513,0.0496585083988396,107,0.985966730093346,2e-04,0.00112715133522912,"Soil","Sediment","Bonafide"
"196","Kiritimatiellota",0.0013430400052871,0.254280808023989,0.00083783207399522,1.60299425979573,0.00961647328996266,0.0200597332091888,34,0.987050662187955,2e-04,0.00108393209460833,"Soil","Sediment","Bonafide"
"197","Lentisphaerota",0.00190013855873129,0.254280808023989,0.00109092866060199,1.74176243356074,0.0212156942896491,0.035533414971979,39,0.988103787778882,2e-04,0.00105312559092741,"Soil","Sediment","Bonafide"
"198","Nanoarchaeota",0.00039332538854655,0.254280808023989,0.00025773768356454,1.52606861017297,0.00127800328788314,0.00398446535861138,118,0.991043989308921,0.0018,0.00094515584973498,"Soil","Sediment","DPANN"
"199","Nitrososphaerota",0.00957544204691151,0.254280808023989,0.00897584652248081,1.06680100009831,0.0245374020225894,0.0951182044558066,90,0.99197449867979,2e-04,0.00093050937086935,"Soil","Sediment","Bonafide"
"200","Nitrospinota",0.00139486305017322,0.254280808023989,0.0010587160875798,1.31750434940669,0.0114840566626911,0.0218084407641543,84,0.992901426073213,2e-04,0.00092692739342237,"Soil","Sediment","Bonafide"
"201","Thermodesulfobacteriota",0.0137001440947067,0.254280808023989,0.00768010537525504,1.78384845328398,0.0762778676375154,0.183583299824004,35,0.997855429933241,2e-04,0.00069623929522166,"Soil","Sediment","Bonafide"
"202","Acidobacteriota",0.0138932939715385,0.273927639850643,0.0104509611311488,1.32937954674139,0.15034423047449,0.0872449051322433,2,0.0962681865479965,2e-04,0.0962681865479965,"Soil","Plant Host","Bonafide"
"203","Armatimonadota",0.00168343347477033,0.273927639850643,0.00139175887971219,1.20957264890485,0.0248537495301116,0.0171230482785316,7,0.356957151673909,0.0376,0.0817181154120137,"Soil","Plant Host","Bonafide"
"204","Ca. Daviesbacteria",0.0010880978006984,0.273927639850643,0.00136250225106221,0.798602571005019,0.0069983648325146,0.0109180013678649,154,0.824904374865861,0.045,0.00339551474493249,"Soil","Plant Host","CPR"
"205","Ca. Eisenbacteria",0.00164775596277514,0.273927639850643,0.00116945045387497,1.40900023366985,0.0171095079257089,0.0125272853638595,59,0.843198634389176,0.0042,0.00290015532612609,"Soil","Plant Host","CPR"
"206","Ca. Gracilibacteria",0.00074905647831926,0.273927639850643,0.00184928416755889,0.405052123118559,0.00251431847995069,0.00594525655672223,143,0.864658272544776,0.0022,0.00246879045030213,"Soil","Plant Host","CPR"
"207","Ca. Lindowbacteria",0.00073460918424639,0.273927639850643,0.00061546636073771,1.19358137358778,0.00959315462254298,0.00585688834976827,3,0.897601433299598,0.004,0.00204966484076163,"Soil","Plant Host","CPR"
"208","Ca. Rokubacteria",0.00596757433789944,0.273927639850643,0.00415336260162353,1.43680552609752,0.0553974720023194,0.0422835793282446,73,0.940697853206978,2e-04,0.00146429893162758,"Soil","Plant Host","CPR"
"209","Gemmatimonadota",0.0043902029490576,0.273927639850643,0.00321342819035748,1.36620540089592,0.0526042758661469,0.0378158946714111,84,0.989200910145294,0.0036,0.00085726511776984,"Soil","Plant Host","Bonafide"
"210","Myxococcota",0.00899653342366701,0.273927639850643,0.00676446459388361,1.32996977052724,0.116106126075137,0.0873470594103169,37,0.993239010523056,0.002,0.00076458327331008,"Soil","Plant Host","Bonafide"
"211","Thermomicrobiota",0.00259420160173415,0.273927639850643,0.00507228842466852,0.511445995286374,0.0250001661529011,0.0133509430134865,23,0.999190115568172,0.0404,0.00038838562981591,"Soil","Plant Host","Bonafide"
